waktu,sensor_id,lokasi,co,co2,suhu,kelembaban
2026-06-07 21:25:00,EM001,Bengkel Alat Berat,33.15,1208.065,36.614,70.947
2026-06-07 21:30:00,EM001,Bengkel Alat Berat,37.636,1165.746,35.353,61.879
2026-06-07 21:35:00,EM001,Bengkel Alat Berat,33.657,1112.83,36.39,64.581
2026-06-07 21:40:00,EM001,Bengkel Alat Berat,29.538,1115.334,32.143,65.64
2026-06-07 21:45:00,EM001,Bengkel Alat Berat,25.218,903.332,36.651,75.102
2026-06-07 21:50:00,EM001,Bengkel Alat Berat,23.206,891.098,37.423,72.877
2026-06-07 21:55:00,EM001,Bengkel Alat Berat,18.267,729.421,32.52,73.361
2026-06-07 22:00:00,EM001,Bengkel Alat Berat,16.127,771.601,33.907,74.009
2026-06-07 22:05:00,EM001,Bengkel Alat Berat,14.273,683.519,33.057,73.01
2026-06-07 22:10:00,EM001,Bengkel Alat Berat,12.041,685.89,33.453,79.232
2026-06-07 22:15:00,EM001,Bengkel Alat Berat,17.099,743.441,36.711,70.778
2026-06-07 22:20:00,EM001,Bengkel Alat Berat,19.009,847.937,36.074,72.603
2026-06-07 22:25:00,EM001,Bengkel Alat Berat,27.21,932.639,35.905,68.636
2026-06-07 22:30:00,EM001,Bengkel Alat Berat,31.868,1031.34,35.384,69.86
2026-06-07 22:35:00,EM001,Bengkel Alat Berat,34.59,1155.34,39.026,71.064
2026-06-07 22:40:00,EM001,Bengkel Alat Berat,41.625,1275.396,33.676,64.258
2026-06-07 22:45:00,EM001,Bengkel Alat Berat,38.347,1355.955,43.623,64.08
2026-06-07 22:50:00,EM001,Bengkel Alat Berat,36.369,1324.513,35.575,67.219
2026-06-07 22:55:00,EM001,Bengkel Alat Berat,38.632,1196.311,36.336,64.378
2026-06-07 23:00:00,EM001,Bengkel Alat Berat,25.848,981.601,33.232,61.76
2026-06-07 23:05:00,EM001,Bengkel Alat Berat,21.869,885.759,37.496,65.674
2026-06-07 23:10:00,EM001,Bengkel Alat Berat,15.305,758.147,35.564,71.921
2026-06-07 23:15:00,EM001,Bengkel Alat Berat,12.828,649.263,36.182,77.68
2026-06-07 23:20:00,EM001,Bengkel Alat Berat,13.163,679.895,35.488,70.003
2026-06-07 23:25:00,EM001,Bengkel Alat Berat,16.781,758.395,33.591,70.49
2026-06-07 23:30:00,EM001,Bengkel Alat Berat,21.437,817.137,34.316,67.59
2026-06-07 23:35:00,EM001,Bengkel Alat Berat,22.669,877.125,35.494,63.78
2026-06-07 23:40:00,EM001,Bengkel Alat Berat,20.728,844.685,34.783,70.763
2026-06-07 23:45:00,EM001,Bengkel Alat Berat,21.902,836.394,35.495,73.207
2026-06-07 23:50:00,EM001,Bengkel Alat Berat,19.973,804.023,30.758,68.125
2026-06-07 23:55:00,EM001,Bengkel Alat Berat,16.443,759.59,33.509,79.124
2026-06-08 00:00:00,EM001,Bengkel Alat Berat,15.243,758.902,33.278,69.957
2026-06-08 00:05:00,EM001,Bengkel Alat Berat,17.371,762.872,36.496,73.631
2026-06-08 00:10:00,EM001,Bengkel Alat Berat,19.603,775.481,29.999,64.49
2026-06-08 00:15:00,EM001,Bengkel Alat Berat,22.749,848.224,36.188,71.547
2026-06-08 00:20:00,EM001,Bengkel Alat Berat,26.195,931.814,35.074,66.547
2026-06-08 00:25:00,EM001,Bengkel Alat Berat,34.023,1046.565,36.17,68.408
2026-06-08 00:30:00,EM001,Bengkel Alat Berat,34.103,1049.826,35.261,67.646
2026-06-08 00:35:00,EM001,Bengkel Alat Berat,39.526,1254.813,37.92,63.412
2026-06-08 00:40:00,EM001,Bengkel Alat Berat,34.135,1067.382,35.636,64.269
2026-06-08 00:45:00,EM001,Bengkel Alat Berat,32.017,999.752,32.288,65.891
2026-06-08 00:50:00,EM001,Bengkel Alat Berat,26.83,928.168,34.309,65.473
2026-06-08 00:55:00,EM001,Bengkel Alat Berat,19.689,892.269,34.915,71.595
2026-06-08 01:00:00,EM001,Bengkel Alat Berat,18.901,872.249,35.898,66.616
2026-06-08 01:05:00,EM001,Bengkel Alat Berat,16.225,738.835,34.69,72.704
2026-06-08 01:10:00,EM001,Bengkel Alat Berat,15.469,640.432,31.371,71.85
2026-06-08 01:15:00,EM001,Bengkel Alat Berat,12.497,721.583,35.063,76.382
2026-06-08 01:20:00,EM001,Bengkel Alat Berat,15.386,690.267,32.405,68.983
2026-06-08 01:25:00,EM001,Bengkel Alat Berat,20.709,785.301,33.885,67.657
2026-06-08 01:30:00,EM001,Bengkel Alat Berat,24.763,802.63,33.646,67.498
2026-06-08 01:35:00,EM001,Bengkel Alat Berat,31.411,976.669,36.894,68.306
2026-06-08 01:40:00,EM001,Bengkel Alat Berat,36.422,1184.183,32.346,63.516
2026-06-08 01:45:00,EM001,Bengkel Alat Berat,45.612,1407.117,35.526,69.167
2026-06-08 01:50:00,EM001,Bengkel Alat Berat,47.395,1428.781,36.222,65.921
2026-06-08 01:55:00,EM001,Bengkel Alat Berat,39.516,1373.387,35.939,58.7
2026-06-08 02:00:00,EM001,Bengkel Alat Berat,34.343,1198.703,33.307,69.11
2026-06-08 02:05:00,EM001,Bengkel Alat Berat,27.014,907.605,34.388,70.958
2026-06-08 02:10:00,EM001,Bengkel Alat Berat,23.164,1012.37,32.945,70.247
2026-06-08 02:15:00,EM001,Bengkel Alat Berat,18.273,777.074,34.356,70.295
2026-06-08 02:20:00,EM001,Bengkel Alat Berat,12.384,675.972,31.366,66.788
2026-06-08 02:25:00,EM001,Bengkel Alat Berat,13.577,674.168,36.629,65.87
2026-06-08 02:30:00,EM001,Bengkel Alat Berat,16.462,821.444,33.485,68.959
2026-06-08 02:35:00,EM001,Bengkel Alat Berat,22.172,802.178,33.022,77.467
2026-06-08 02:40:00,EM001,Bengkel Alat Berat,23.777,885.073,37.511,67.044
2026-06-08 02:45:00,EM001,Bengkel Alat Berat,20.895,878.751,36.261,68.466
2026-06-08 02:50:00,EM001,Bengkel Alat Berat,20.834,850.637,33.573,63.032
2026-06-08 02:55:00,EM001,Bengkel Alat Berat,19.007,809.014,35.953,66.478
2026-06-08 03:00:00,EM001,Bengkel Alat Berat,16.335,675.366,35.337,67.899
2026-06-08 03:05:00,EM001,Bengkel Alat Berat,15.611,716.775,33.382,67.543
2026-06-08 03:10:00,EM001,Bengkel Alat Berat,18.164,706.147,30.586,64.696
2026-06-08 03:15:00,EM001,Bengkel Alat Berat,19.416,835.529,31.045,70.091
2026-06-08 03:20:00,EM001,Bengkel Alat Berat,20.235,801.263,34.903,71.811
2026-06-08 03:25:00,EM001,Bengkel Alat Berat,27.343,900.415,33.833,65.007
2026-06-08 03:30:00,EM001,Bengkel Alat Berat,31.083,1042.608,35.567,73.337
2026-06-08 03:35:00,EM001,Bengkel Alat Berat,35.87,1171.116,34.867,63.683
2026-06-08 03:40:00,EM001,Bengkel Alat Berat,40.415,1143.959,36.058,66.67
2026-06-08 03:45:00,EM001,Bengkel Alat Berat,32.472,1059.017,33.328,65.749
2026-06-08 03:50:00,EM001,Bengkel Alat Berat,27.505,1074.413,32.624,65.923
2026-06-08 03:55:00,EM001,Bengkel Alat Berat,25.05,904.891,31.922,67.199
2026-06-08 04:00:00,EM001,Bengkel Alat Berat,24.566,851.859,32.799,68.834
2026-06-08 04:05:00,EM001,Bengkel Alat Berat,16.85,817.641,32.821,68.282
2026-06-08 04:10:00,EM001,Bengkel Alat Berat,16.848,729.062,36.094,70.732
2026-06-08 04:15:00,EM001,Bengkel Alat Berat,13.774,730.995,32.617,73.657
2026-06-08 04:20:00,EM001,Bengkel Alat Berat,12.795,679.492,34.143,76.468
2026-06-08 04:25:00,EM001,Bengkel Alat Berat,16.57,842.734,34.71,68.09
2026-06-08 04:30:00,EM001,Bengkel Alat Berat,18.504,825.376,32.63,78.522
2026-06-08 04:35:00,EM001,Bengkel Alat Berat,23.903,1049.184,36.836,64.728
2026-06-08 04:40:00,EM001,Bengkel Alat Berat,30.052,994.549,35.09,64.945
2026-06-08 04:45:00,EM001,Bengkel Alat Berat,38.804,1204.523,38.363,70.705
2026-06-08 04:50:00,EM001,Bengkel Alat Berat,40.294,1134.744,36.285,65.839
2026-06-08 04:55:00,EM001,Bengkel Alat Berat,48.962,1298.996,37.391,62.622
2026-06-08 05:00:00,EM001,Bengkel Alat Berat,38.161,1233.699,38.863,67.99
2026-06-08 05:05:00,EM001,Bengkel Alat Berat,35.439,1093.214,33.56,65.581
2026-06-08 05:10:00,EM001,Bengkel Alat Berat,25.924,1013.209,35.491,65.887
2026-06-08 05:15:00,EM001,Bengkel Alat Berat,24.996,926.916,34.334,68.587
2026-06-08 05:20:00,EM001,Bengkel Alat Berat,20.152,813.605,35.228,65.399
2026-06-08 05:25:00,EM001,Bengkel Alat Berat,12.403,638.653,33.348,75.982
2026-06-08 05:30:00,EM001,Bengkel Alat Berat,14.34,678.757,33.666,67.391
2026-06-08 05:35:00,EM001,Bengkel Alat Berat,16.108,802.742,35.752,69.691
2026-06-08 05:40:00,EM001,Bengkel Alat Berat,22.029,821.724,35.017,64.467
2026-06-08 05:45:00,EM001,Bengkel Alat Berat,22.699,878.355,37.161,76.762
2026-06-08 05:50:00,EM001,Bengkel Alat Berat,22.969,785.437,37.963,64.837
2026-06-08 05:55:00,EM001,Bengkel Alat Berat,18.616,863.517,35.357,69.025
2026-06-08 06:00:00,EM001,Bengkel Alat Berat,18.244,797.349,34.36,70.532
2026-06-08 06:05:00,EM001,Bengkel Alat Berat,15.955,775.217,32.03,76.951
2026-06-08 06:10:00,EM001,Bengkel Alat Berat,14.601,627.291,32.632,76.134
2026-06-08 06:15:00,EM001,Bengkel Alat Berat,16.69,790.81,35.039,66.107
2026-06-08 06:20:00,EM001,Bengkel Alat Berat,20.936,792.868,32.592,77.21
2026-06-08 06:25:00,EM001,Bengkel Alat Berat,23.329,849.592,35.329,69.45
2026-06-08 06:30:00,EM001,Bengkel Alat Berat,26.467,1082.281,32.961,60.983
2026-06-08 06:35:00,EM001,Bengkel Alat Berat,30.06,987.667,36.063,67.879
2026-06-08 06:40:00,EM001,Bengkel Alat Berat,32.695,1232.335,36.633,63.154
2026-06-08 06:45:00,EM001,Bengkel Alat Berat,40.809,1125.355,36.239,62.811
2026-06-08 06:50:00,EM001,Bengkel Alat Berat,35.35,1001.147,34.255,72.365
2026-06-08 06:55:00,EM001,Bengkel Alat Berat,29.13,969.485,36.765,64.816
2026-06-08 07:00:00,EM001,Bengkel Alat Berat,25.416,1084.674,37.872,66.51
2026-06-08 07:05:00,EM001,Bengkel Alat Berat,20.619,823.464,32.427,72.8
2026-06-08 07:10:00,EM001,Bengkel Alat Berat,17.417,824.137,34.711,65.344
2026-06-08 07:15:00,EM001,Bengkel Alat Berat,15.96,658.068,34.326,68.34
2026-06-08 07:20:00,EM001,Bengkel Alat Berat,13.362,681.53,34.488,73.623
2026-06-08 07:25:00,EM001,Bengkel Alat Berat,13.274,703.541,35.64,69.232
2026-06-08 07:30:00,EM001,Bengkel Alat Berat,16.094,715.747,32.378,71.998
2026-06-08 07:35:00,EM001,Bengkel Alat Berat,20.249,761.138,35.394,64.508
2026-06-08 07:40:00,EM001,Bengkel Alat Berat,21.044,898.875,36.169,66.151
2026-06-08 07:45:00,EM001,Bengkel Alat Berat,29.642,1109.918,34.745,64.61
2026-06-08 07:50:00,EM001,Bengkel Alat Berat,36.336,1089.157,35.961,64.816
2026-06-08 07:55:00,EM001,Bengkel Alat Berat,37.983,1130.545,36.786,63.106
2026-06-08 08:00:00,EM001,Bengkel Alat Berat,39.655,1438.705,37.549,64.19
2026-06-08 08:05:00,EM001,Bengkel Alat Berat,39.952,1281.949,30.149,70.782
2026-06-08 08:10:00,EM001,Bengkel Alat Berat,34.72,1260.958,34.5,63.833
2026-06-08 08:15:00,EM001,Bengkel Alat Berat,31.781,988.468,38.345,66.343
2026-06-08 08:20:00,EM001,Bengkel Alat Berat,23.636,854.885,36.076,66.174
2026-06-08 08:25:00,EM001,Bengkel Alat Berat,18.912,796.674,31.564,69.378
2026-06-08 08:30:00,EM001,Bengkel Alat Berat,12.523,701.924,30.772,72.729
2026-06-08 08:35:00,EM001,Bengkel Alat Berat,12.689,785.333,32.974,71.815
2026-06-08 08:40:00,EM001,Bengkel Alat Berat,16.704,774.834,35.145,70.198
2026-06-08 08:45:00,EM001,Bengkel Alat Berat,21.983,867.465,31.451,68.667
2026-06-08 08:50:00,EM001,Bengkel Alat Berat,24.574,991.873,37.041,65.309
2026-06-08 08:55:00,EM001,Bengkel Alat Berat,22.805,857.789,37.348,70.761
2026-06-08 09:00:00,EM001,Bengkel Alat Berat,21.048,812.302,32.757,69.753
2026-06-08 09:05:00,EM001,Bengkel Alat Berat,17.343,779.407,38.567,68.747
2026-06-08 09:10:00,EM001,Bengkel Alat Berat,16.507,695.453,33.316,76.304
2026-06-08 09:15:00,EM001,Bengkel Alat Berat,15.836,707.411,33.449,74.952
2026-06-08 09:20:00,EM001,Bengkel Alat Berat,16.939,790.91,35.492,77.553
2026-06-08 09:25:00,EM001,Bengkel Alat Berat,19.138,778.168,33.208,66.61
2026-06-08 09:30:00,EM001,Bengkel Alat Berat,21.874,817.883,35.604,70.759
2026-06-08 09:35:00,EM001,Bengkel Alat Berat,27.8,974.508,37.464,67.78
2026-06-08 09:40:00,EM001,Bengkel Alat Berat,31.071,881.648,33.298,73.205
2026-06-08 09:45:00,EM001,Bengkel Alat Berat,32.246,1135.668,38.011,67.183
2026-06-08 09:50:00,EM001,Bengkel Alat Berat,36.487,1170.521,40.156,60.133
2026-06-08 09:55:00,EM001,Bengkel Alat Berat,33.359,1228.884,39.373,65.511
2026-06-08 10:00:00,EM001,Bengkel Alat Berat,28.759,1029.312,35.498,60.281
2026-06-08 10:05:00,EM001,Bengkel Alat Berat,25.547,895.062,38.798,73.429
2026-06-08 10:10:00,EM001,Bengkel Alat Berat,22.074,855.735,31.013,67.727
2026-06-08 10:15:00,EM001,Bengkel Alat Berat,21.089,929.058,35.797,68.378
2026-06-08 10:20:00,EM001,Bengkel Alat Berat,15.941,764.679,37.253,70.172
2026-06-08 10:25:00,EM001,Bengkel Alat Berat,14.768,827.215,30.415,67.325
2026-06-08 10:30:00,EM001,Bengkel Alat Berat,12.735,682.241,35.098,84.038
2026-06-08 10:35:00,EM001,Bengkel Alat Berat,14.567,724.208,33.717,73.224
2026-06-08 10:40:00,EM001,Bengkel Alat Berat,20.432,774.054,34.947,68.214
2026-06-08 10:45:00,EM001,Bengkel Alat Berat,24.576,892.051,37.193,71.992
2026-06-08 10:50:00,EM001,Bengkel Alat Berat,28.901,998.264,36.113,64.625
2026-06-08 10:55:00,EM001,Bengkel Alat Berat,35.888,1151.172,34.644,60.314
2026-06-08 11:00:00,EM001,Bengkel Alat Berat,38.534,1243.931,34.12,63.035
2026-06-08 11:05:00,EM001,Bengkel Alat Berat,47.065,1276.589,34.792,67.169
2026-06-08 11:10:00,EM001,Bengkel Alat Berat,41.856,1219.939,36.43,63.332
2026-06-08 11:15:00,EM001,Bengkel Alat Berat,33.705,1159.08,34.819,66.768
2026-06-08 11:20:00,EM001,Bengkel Alat Berat,28.962,921.827,36.345,68.248
2026-06-08 11:25:00,EM001,Bengkel Alat Berat,23.973,875.678,34.84,69.515
2026-06-08 11:30:00,EM001,Bengkel Alat Berat,17.397,799.708,34.042,62.751
2026-06-08 11:35:00,EM001,Bengkel Alat Berat,11.429,775.796,30.42,70.961
2026-06-08 11:40:00,EM001,Bengkel Alat Berat,13.492,753.131,35.57,70.259
2026-06-08 11:45:00,EM001,Bengkel Alat Berat,17.956,735.964,35.342,74.137
2026-06-08 11:50:00,EM001,Bengkel Alat Berat,20.498,823.031,40.021,70.444
2026-06-08 11:55:00,EM001,Bengkel Alat Berat,24.757,817.405,35.194,76.853
2026-06-08 12:00:00,EM001,Bengkel Alat Berat,23.298,885.393,34.041,66.558
2026-06-08 12:05:00,EM001,Bengkel Alat Berat,21.147,787.015,32.122,65.212
2026-06-08 12:10:00,EM001,Bengkel Alat Berat,18.468,795.979,34.297,76.11
2026-06-08 12:15:00,EM001,Bengkel Alat Berat,14.262,697.028,32.435,64.303
2026-06-08 12:20:00,EM001,Bengkel Alat Berat,15.124,705.926,35.547,72.264
2026-06-08 12:25:00,EM001,Bengkel Alat Berat,16.187,779.487,33.616,67.029
2026-06-08 12:30:00,EM001,Bengkel Alat Berat,19.63,805.777,35.385,75.673
2026-06-08 12:35:00,EM001,Bengkel Alat Berat,21.507,885.059,32.777,68.824
2026-06-08 12:40:00,EM001,Bengkel Alat Berat,26.996,981.805,32.851,65.719
2026-06-08 12:45:00,EM001,Bengkel Alat Berat,31.904,1169.921,37.543,66.421
2026-06-08 12:50:00,EM001,Bengkel Alat Berat,36.781,1180.467,38.244,70.304
2026-06-08 12:55:00,EM001,Bengkel Alat Berat,36.809,1120.775,36.703,61.369
2026-06-08 13:00:00,EM001,Bengkel Alat Berat,32.631,1058.752,36.827,65.313
2026-06-08 13:05:00,EM001,Bengkel Alat Berat,32.71,1152.447,38.211,70.563
2026-06-08 13:10:00,EM001,Bengkel Alat Berat,27.576,1027.802,34.17,64.075
2026-06-08 13:15:00,EM001,Bengkel Alat Berat,22.183,896.091,40.447,75.319
2026-06-08 13:20:00,EM001,Bengkel Alat Berat,19.77,880.332,32.439,70.455
2026-06-08 13:25:00,EM001,Bengkel Alat Berat,16.943,709.155,31.863,69.935
2026-06-08 13:30:00,EM001,Bengkel Alat Berat,14.357,751.821,37.097,72.332
2026-06-08 13:35:00,EM001,Bengkel Alat Berat,13.246,692.81,33.35,72.406
2026-06-08 13:40:00,EM001,Bengkel Alat Berat,17.188,783.684,36.116,67.107
2026-06-08 13:45:00,EM001,Bengkel Alat Berat,20.298,819.399,35.075,71.655
2026-06-08 13:50:00,EM001,Bengkel Alat Berat,26.471,923.389,35.107,62.973
2026-06-08 13:55:00,EM001,Bengkel Alat Berat,30.348,1062.252,32.409,72.7
2026-06-08 14:00:00,EM001,Bengkel Alat Berat,34.421,1204.828,35.035,63.74
2026-06-08 14:05:00,EM001,Bengkel Alat Berat,41.438,1277.952,34.063,69.052
2026-06-08 14:10:00,EM001,Bengkel Alat Berat,40.803,1346.298,35.193,62.188
2026-06-08 14:15:00,EM001,Bengkel Alat Berat,38.433,1285.637,38.635,66.243
2026-06-08 14:20:00,EM001,Bengkel Alat Berat,34.064,1238.934,35.593,70.309
2026-06-08 14:25:00,EM001,Bengkel Alat Berat,26.938,1089.982,35.176,70.214
2026-06-08 14:30:00,EM001,Bengkel Alat Berat,22.969,851.71,35.607,75.388
2026-06-08 14:35:00,EM001,Bengkel Alat Berat,18.441,793.953,36.264,67.905
2026-06-08 14:40:00,EM001,Bengkel Alat Berat,12.028,649.558,34.455,76.903
2026-06-08 14:45:00,EM001,Bengkel Alat Berat,13.835,729.585,30.587,71.124
2026-06-08 14:50:00,EM001,Bengkel Alat Berat,16.957,781.211,37.0,65.822
2026-06-08 14:55:00,EM001,Bengkel Alat Berat,19.565,814.492,38.505,68.337
2026-06-08 15:00:00,EM001,Bengkel Alat Berat,25.972,962.096,33.791,72.815
2026-06-08 15:05:00,EM001,Bengkel Alat Berat,22.945,907.265,32.287,70.257
2026-06-08 15:10:00,EM001,Bengkel Alat Berat,21.099,868.378,29.889,69.764
2026-06-08 15:15:00,EM001,Bengkel Alat Berat,17.287,804.526,34.868,77.499
2026-06-08 15:20:00,EM001,Bengkel Alat Berat,14.172,780.741,36.218,71.891
2026-06-08 15:25:00,EM001,Bengkel Alat Berat,15.358,760.931,33.816,68.772
2026-06-08 15:30:00,EM001,Bengkel Alat Berat,18.885,691.362,33.146,73.024
2026-06-08 15:35:00,EM001,Bengkel Alat Berat,20.783,780.75,33.655,72.846
2026-06-08 15:40:00,EM001,Bengkel Alat Berat,24.39,933.125,33.203,69.731
2026-06-08 15:45:00,EM001,Bengkel Alat Berat,26.313,976.017,32.424,67.944
2026-06-08 15:50:00,EM001,Bengkel Alat Berat,30.933,1074.459,34.354,68.104
2026-06-08 15:55:00,EM001,Bengkel Alat Berat,34.67,1024.979,34.861,63.051
2026-06-08 16:00:00,EM001,Bengkel Alat Berat,40.196,1123.675,32.941,68.626
2026-06-08 16:05:00,EM001,Bengkel Alat Berat,39.158,1124.666,33.566,64.712
2026-06-08 16:10:00,EM001,Bengkel Alat Berat,29.431,952.385,35.139,64.735
2026-06-08 16:15:00,EM001,Bengkel Alat Berat,23.785,949.068,36.16,73.611
2026-06-08 16:20:00,EM001,Bengkel Alat Berat,21.94,873.649,32.233,66.566
2026-06-08 16:25:00,EM001,Bengkel Alat Berat,17.652,862.226,33.599,73.151
2026-06-08 16:30:00,EM001,Bengkel Alat Berat,16.504,816.788,34.289,69.44
2026-06-08 16:35:00,EM001,Bengkel Alat Berat,13.94,724.897,33.076,66.594
2026-06-08 16:40:00,EM001,Bengkel Alat Berat,13.221,717.733,35.553,70.817
2026-06-08 16:45:00,EM001,Bengkel Alat Berat,16.367,682.582,34.466,74.969
2026-06-08 16:50:00,EM001,Bengkel Alat Berat,19.937,809.247,37.065,64.334
2026-06-08 16:55:00,EM001,Bengkel Alat Berat,23.876,883.99,34.479,63.508
2026-06-08 17:00:00,EM001,Bengkel Alat Berat,30.491,978.889,37.887,68.354
2026-06-08 17:05:00,EM001,Bengkel Alat Berat,37.599,1149.573,34.654,67.105
2026-06-08 17:10:00,EM001,Bengkel Alat Berat,41.873,1222.109,35.34,70.034
2026-06-08 17:15:00,EM001,Bengkel Alat Berat,44.792,1363.337,35.286,63.03
2026-06-08 17:20:00,EM001,Bengkel Alat Berat,41.366,1313.623,38.029,57.484
2026-06-08 17:25:00,EM001,Bengkel Alat Berat,31.816,1067.1,34.685,65.172
2026-06-08 17:30:00,EM001,Bengkel Alat Berat,29.182,1044.275,35.707,61.478
2026-06-08 17:35:00,EM001,Bengkel Alat Berat,25.073,889.16,33.598,77.447
2026-06-08 17:40:00,EM001,Bengkel Alat Berat,17.441,746.557,35.351,66.071
2026-06-08 17:45:00,EM001,Bengkel Alat Berat,11.072,665.901,31.954,75.184
2026-06-08 17:50:00,EM001,Bengkel Alat Berat,13.429,727.134,31.511,68.482
2026-06-08 17:55:00,EM001,Bengkel Alat Berat,16.628,701.92,34.948,65.773
2026-06-08 18:00:00,EM001,Bengkel Alat Berat,20.949,873.242,34.783,69.236
2026-06-08 18:05:00,EM001,Bengkel Alat Berat,25.026,903.39,37.421,68.92
2026-06-08 18:10:00,EM001,Bengkel Alat Berat,20.958,861.477,36.688,69.287
2026-06-08 18:15:00,EM001,Bengkel Alat Berat,19.56,815.801,32.747,70.678
2026-06-08 18:20:00,EM001,Bengkel Alat Berat,17.696,839.463,33.211,66.852
2026-06-08 18:25:00,EM001,Bengkel Alat Berat,17.199,822.178,34.959,68.057
2026-06-08 18:30:00,EM001,Bengkel Alat Berat,14.015,746.504,37.062,69.596
2026-06-08 18:35:00,EM001,Bengkel Alat Berat,16.675,771.299,34.97,69.691
2026-06-08 18:40:00,EM001,Bengkel Alat Berat,17.858,875.952,39.068,67.804
2026-06-08 18:45:00,EM001,Bengkel Alat Berat,24.108,913.641,32.521,65.631
2026-06-08 18:50:00,EM001,Bengkel Alat Berat,29.082,968.234,36.747,65.254
2026-06-08 18:55:00,EM001,Bengkel Alat Berat,29.867,1147.953,34.249,70.004
2026-06-08 19:00:00,EM001,Bengkel Alat Berat,36.534,1110.727,37.782,65.319
2026-06-08 19:05:00,EM001,Bengkel Alat Berat,39.181,1094.307,36.961,65.919
2026-06-08 19:10:00,EM001,Bengkel Alat Berat,34.745,1166.046,37.452,67.91
2026-06-08 19:15:00,EM001,Bengkel Alat Berat,32.006,1163.208,36.517,71.117
2026-06-08 19:20:00,EM001,Bengkel Alat Berat,12.386,690.682,31.435,76.193
2026-06-08 19:25:00,EM001,Bengkel Alat Berat,14.212,729.953,34.426,73.399
2026-06-08 19:30:00,EM001,Bengkel Alat Berat,17.884,745.593,35.043,68.792
2026-06-08 19:35:00,EM001,Bengkel Alat Berat,21.484,828.242,33.922,70.262
2026-06-08 19:40:00,EM001,Bengkel Alat Berat,23.454,896.241,35.7,69.741
2026-06-08 19:45:00,EM001,Bengkel Alat Berat,20.31,882.893,34.575,67.857
2026-06-08 19:50:00,EM001,Bengkel Alat Berat,19.098,828.493,34.072,73.566
2026-06-08 19:55:00,EM001,Bengkel Alat Berat,16.74,759.54,33.076,70.724
2026-06-08 20:00:00,EM001,Bengkel Alat Berat,16.751,765.094,32.703,69.781
2026-06-08 20:05:00,EM001,Bengkel Alat Berat,14.514,734.623,33.389,67.931
2026-06-08 20:10:00,EM001,Bengkel Alat Berat,17.398,798.403,34.055,71.342
2026-06-08 20:15:00,EM001,Bengkel Alat Berat,18.795,743.281,32.133,69.875
2026-06-08 20:20:00,EM001,Bengkel Alat Berat,22.717,899.227,34.723,71.726
2026-06-08 20:25:00,EM001,Bengkel Alat Berat,27.942,937.747,33.979,62.788
2026-06-08 20:30:00,EM001,Bengkel Alat Berat,32.778,981.545,33.657,67.348
2026-06-08 20:35:00,EM001,Bengkel Alat Berat,32.917,1105.669,35.614,68.439
2026-06-08 20:40:00,EM001,Bengkel Alat Berat,39.272,1232.077,36.7,62.768
2026-06-08 20:45:00,EM001,Bengkel Alat Berat,32.59,1096.225,38.872,65.342
2026-06-08 20:50:00,EM001,Bengkel Alat Berat,30.193,1113.781,35.963,64.994
2026-06-08 20:55:00,EM001,Bengkel Alat Berat,26.759,943.547,35.607,69.393
2026-06-08 21:00:00,EM001,Bengkel Alat Berat,21.565,886.56,37.027,67.271
2026-06-08 21:05:00,EM001,Bengkel Alat Berat,20.001,800.632,36.987,67.605
2026-06-08 21:10:00,EM001,Bengkel Alat Berat,15.748,805.851,36.217,73.324
2026-06-08 21:15:00,EM001,Bengkel Alat Berat,13.394,712.34,33.902,69.535
2026-06-08 21:20:00,EM001,Bengkel Alat Berat,13.362,668.563,32.055,67.332
2026-06-08 21:25:00,EM001,Bengkel Alat Berat,17.096,724.89,33.432,68.073
2026-06-08 21:30:00,EM001,Bengkel Alat Berat,21.094,774.728,32.838,69.099
2026-06-08 21:35:00,EM001,Bengkel Alat Berat,24.978,944.238,34.054,73.262
2026-06-08 21:40:00,EM001,Bengkel Alat Berat,29.197,988.446,33.933,65.895
2026-06-08 21:45:00,EM001,Bengkel Alat Berat,34.317,1184.542,34.559,66.644
2026-06-08 21:50:00,EM001,Bengkel Alat Berat,40.27,1219.868,38.116,70.231
2026-06-08 21:55:00,EM001,Bengkel Alat Berat,47.284,1279.959,34.838,70.144
2026-06-08 22:00:00,EM001,Bengkel Alat Berat,39.593,1181.26,37.871,66.178
2026-06-08 22:05:00,EM001,Bengkel Alat Berat,34.775,1019.743,35.333,69.543
2026-06-08 22:10:00,EM001,Bengkel Alat Berat,27.283,1028.412,33.441,67.694
2026-06-08 22:15:00,EM001,Bengkel Alat Berat,24.513,849.029,35.279,70.615
2026-06-08 22:20:00,EM001,Bengkel Alat Berat,18.066,791.998,33.194,70.55
2026-06-08 22:25:00,EM001,Bengkel Alat Berat,11.866,660.361,34.655,68.945
2026-06-08 22:30:00,EM001,Bengkel Alat Berat,13.105,657.822,33.307,66.163
2026-06-08 22:35:00,EM001,Bengkel Alat Berat,15.868,797.117,36.74,72.985
2026-06-08 22:40:00,EM001,Bengkel Alat Berat,19.735,827.013,36.406,65.643
2026-06-08 22:45:00,EM001,Bengkel Alat Berat,23.663,875.546,34.741,70.938
2026-06-08 22:50:00,EM001,Bengkel Alat Berat,21.242,918.033,35.703,62.909
2026-06-08 22:55:00,EM001,Bengkel Alat Berat,20.481,918.295,35.273,65.658
2026-06-08 23:00:00,EM001,Bengkel Alat Berat,18.316,727.126,33.648,75.78
