waktu,sensor_id,lokasi,ch4,h2s,suhu,kelembaban
2026-06-09 05:45:00,GS001,Area Dasar Tambang,1.654,11.481,34.432,70.987
2026-06-09 05:50:00,GS001,Area Dasar Tambang,1.943,15.02,32.82,69.261
2026-06-09 05:55:00,GS001,Area Dasar Tambang,1.969,17.897,32.068,75.217
2026-06-09 06:00:00,GS001,Area Dasar Tambang,1.826,13.661,32.189,71.005
2026-06-09 06:05:00,GS001,Area Dasar Tambang,1.33,11.735,33.668,65.981
2026-06-09 06:10:00,GS001,Area Dasar Tambang,1.349,10.847,32.677,64.735
2026-06-09 06:15:00,GS001,Area Dasar Tambang,1.016,8.89,29.641,69.719
2026-06-09 06:20:00,GS001,Area Dasar Tambang,0.95,6.273,32.125,75.312
2026-06-09 06:25:00,GS001,Area Dasar Tambang,0.668,4.129,31.628,81.117
2026-06-09 06:30:00,GS001,Area Dasar Tambang,0.608,2.87,30.259,77.25
2026-06-09 06:35:00,GS001,Area Dasar Tambang,0.584,1.953,33.685,79.732
2026-06-09 06:40:00,GS001,Area Dasar Tambang,0.803,3.904,32.263,80.03
2026-06-09 06:45:00,GS001,Area Dasar Tambang,1.026,6.581,26.913,76.952
2026-06-09 06:50:00,GS001,Area Dasar Tambang,1.392,10.259,34.388,77.225
2026-06-09 06:55:00,GS001,Area Dasar Tambang,1.733,13.214,33.625,75.121
2026-06-09 07:00:00,GS001,Area Dasar Tambang,1.941,15.596,32.413,69.332
2026-06-09 07:05:00,GS001,Area Dasar Tambang,2.187,20.291,37.045,74.813
2026-06-09 07:10:00,GS001,Area Dasar Tambang,2.677,26.637,33.865,66.964
2026-06-09 07:15:00,GS001,Area Dasar Tambang,1.971,19.388,31.942,77.712
2026-06-09 07:20:00,GS001,Area Dasar Tambang,1.667,14.773,32.122,71.896
2026-06-09 07:25:00,GS001,Area Dasar Tambang,1.496,10.35,30.825,71.194
2026-06-09 07:30:00,GS001,Area Dasar Tambang,1.135,7.005,35.09,72.246
2026-06-09 07:35:00,GS001,Area Dasar Tambang,0.882,5.025,28.672,72.636
2026-06-09 07:40:00,GS001,Area Dasar Tambang,0.35,1.881,29.954,79.215
2026-06-09 07:45:00,GS001,Area Dasar Tambang,0.529,3.146,30.164,80.431
2026-06-09 07:50:00,GS001,Area Dasar Tambang,0.609,4.37,29.553,62.412
2026-06-09 07:55:00,GS001,Area Dasar Tambang,0.877,5.865,32.055,79.599
2026-06-09 08:00:00,GS001,Area Dasar Tambang,1.138,7.43,29.711,78.954
2026-06-09 08:05:00,GS001,Area Dasar Tambang,1.154,7.339,32.887,70.51
2026-06-09 08:10:00,GS001,Area Dasar Tambang,0.868,6.246,29.755,76.468
2026-06-09 08:15:00,GS001,Area Dasar Tambang,0.807,5.095,32.329,68.015
2026-06-09 08:20:00,GS001,Area Dasar Tambang,0.787,3.953,33.717,80.34
2026-06-09 08:25:00,GS001,Area Dasar Tambang,0.598,3.005,28.374,77.016
2026-06-09 08:30:00,GS001,Area Dasar Tambang,0.833,4.762,30.262,78.153
2026-06-09 08:35:00,GS001,Area Dasar Tambang,1.08,6.714,30.19,78.663
2026-06-09 08:40:00,GS001,Area Dasar Tambang,1.174,9.467,30.567,70.1
2026-06-09 08:45:00,GS001,Area Dasar Tambang,1.473,10.792,32.108,74.588
2026-06-09 08:50:00,GS001,Area Dasar Tambang,1.454,12.847,33.091,72.953
2026-06-09 08:55:00,GS001,Area Dasar Tambang,1.766,14.654,33.393,68.778
2026-06-09 09:00:00,GS001,Area Dasar Tambang,1.853,17.733,30.89,76.902
2026-06-09 09:05:00,GS001,Area Dasar Tambang,1.589,12.874,33.598,80.199
2026-06-09 09:10:00,GS001,Area Dasar Tambang,1.535,11.785,33.07,62.41
2026-06-09 09:15:00,GS001,Area Dasar Tambang,1.286,10.298,35.006,66.094
2026-06-09 09:20:00,GS001,Area Dasar Tambang,1.106,8.32,35.422,71.947
2026-06-09 09:25:00,GS001,Area Dasar Tambang,0.89,6.596,28.667,77.307
2026-06-09 09:30:00,GS001,Area Dasar Tambang,0.667,4.231,31.998,77.234
2026-06-09 09:35:00,GS001,Area Dasar Tambang,0.564,3.214,30.086,82.796
2026-06-09 09:40:00,GS001,Area Dasar Tambang,0.589,2.083,30.787,80.186
2026-06-09 09:45:00,GS001,Area Dasar Tambang,0.725,4.309,30.671,77.27
2026-06-09 09:50:00,GS001,Area Dasar Tambang,1.048,7.803,30.95,70.321
2026-06-09 09:55:00,GS001,Area Dasar Tambang,1.415,9.197,30.674,76.087
2026-06-09 10:00:00,GS001,Area Dasar Tambang,1.692,11.953,29.027,64.28
2026-06-09 10:05:00,GS001,Area Dasar Tambang,1.849,15.878,30.91,72.297
2026-06-09 10:10:00,GS001,Area Dasar Tambang,2.218,18.87,29.848,72.561
2026-06-09 10:15:00,GS001,Area Dasar Tambang,2.505,25.496,32.629,66.96
2026-06-09 10:20:00,GS001,Area Dasar Tambang,2.141,17.467,32.456,69.285
2026-06-09 10:25:00,GS001,Area Dasar Tambang,1.599,14.331,35.946,78.528
2026-06-09 10:30:00,GS001,Area Dasar Tambang,1.44,9.418,33.15,77.349
2026-06-09 10:35:00,GS001,Area Dasar Tambang,0.909,6.992,31.314,71.576
2026-06-09 10:40:00,GS001,Area Dasar Tambang,0.802,4.886,32.604,76.846
2026-06-09 10:45:00,GS001,Area Dasar Tambang,0.445,2.012,32.178,82.503
2026-06-09 10:50:00,GS001,Area Dasar Tambang,0.488,2.813,31.572,80.316
2026-06-09 10:55:00,GS001,Area Dasar Tambang,0.685,4.094,33.08,82.362
2026-06-09 11:00:00,GS001,Area Dasar Tambang,0.922,6.055,34.319,75.835
2026-06-09 11:05:00,GS001,Area Dasar Tambang,1.119,8.298,29.149,86.71
2026-06-09 11:10:00,GS001,Area Dasar Tambang,0.984,7.475,31.518,74.035
2026-06-09 11:15:00,GS001,Area Dasar Tambang,0.889,6.562,31.651,69.174
2026-06-09 11:20:00,GS001,Area Dasar Tambang,0.864,5.362,30.193,66.323
2026-06-09 11:25:00,GS001,Area Dasar Tambang,0.851,4.018,33.679,77.066
2026-06-09 11:30:00,GS001,Area Dasar Tambang,0.649,2.955,35.411,71.772
2026-06-09 11:35:00,GS001,Area Dasar Tambang,0.819,4.976,30.816,79.652
2026-06-09 11:40:00,GS001,Area Dasar Tambang,0.954,6.595,32.244,72.854
2026-06-09 11:45:00,GS001,Area Dasar Tambang,1.242,9.409,30.711,82.034
2026-06-09 11:50:00,GS001,Area Dasar Tambang,1.472,11.15,32.652,80.077
2026-06-09 11:55:00,GS001,Area Dasar Tambang,1.557,14.093,31.008,71.026
2026-06-09 12:00:00,GS001,Area Dasar Tambang,1.766,14.064,34.112,70.685
2026-06-09 12:05:00,GS001,Area Dasar Tambang,1.79,19.783,33.195,72.399
2026-06-09 12:10:00,GS001,Area Dasar Tambang,1.632,13.497,35.823,80.782
2026-06-09 12:15:00,GS001,Area Dasar Tambang,1.563,11.777,32.445,70.741
2026-06-09 12:20:00,GS001,Area Dasar Tambang,1.313,10.748,35.404,73.296
2026-06-09 12:25:00,GS001,Area Dasar Tambang,1.155,7.836,31.831,77.088
2026-06-09 12:30:00,GS001,Area Dasar Tambang,0.853,5.433,35.919,80.934
2026-06-09 12:35:00,GS001,Area Dasar Tambang,0.678,4.085,29.242,77.787
2026-06-09 12:40:00,GS001,Area Dasar Tambang,0.605,3.208,32.334,83.832
2026-06-09 12:45:00,GS001,Area Dasar Tambang,0.552,2.198,30.434,88.461
2026-06-09 12:50:00,GS001,Area Dasar Tambang,0.739,3.801,29.013,71.881
2026-06-09 12:55:00,GS001,Area Dasar Tambang,1.06,6.856,29.794,82.262
2026-06-09 13:00:00,GS001,Area Dasar Tambang,1.333,11.249,29.657,71.988
2026-06-09 13:05:00,GS001,Area Dasar Tambang,1.871,13.039,31.295,73.512
2026-06-09 13:10:00,GS001,Area Dasar Tambang,1.959,13.976,29.575,75.068
2026-06-09 13:15:00,GS001,Area Dasar Tambang,2.086,19.225,33.676,69.34
2026-06-09 13:20:00,GS001,Area Dasar Tambang,2.527,25.134,33.133,74.262
2026-06-09 13:25:00,GS001,Area Dasar Tambang,2.144,17.819,33.225,72.297
2026-06-09 13:30:00,GS001,Area Dasar Tambang,1.748,13.792,35.064,79.243
2026-06-09 13:35:00,GS001,Area Dasar Tambang,1.382,10.118,32.427,64.965
2026-06-09 13:40:00,GS001,Area Dasar Tambang,1.029,7.138,31.94,79.504
2026-06-09 13:45:00,GS001,Area Dasar Tambang,0.813,5.189,32.997,75.176
2026-06-09 13:50:00,GS001,Area Dasar Tambang,0.462,1.969,30.094,73.151
2026-06-09 13:55:00,GS001,Area Dasar Tambang,0.602,2.789,34.113,75.471
2026-06-09 14:00:00,GS001,Area Dasar Tambang,0.751,4.246,29.988,71.328
2026-06-09 14:05:00,GS001,Area Dasar Tambang,0.968,5.559,32.172,68.739
2026-06-09 14:10:00,GS001,Area Dasar Tambang,1.082,7.215,32.412,77.571
2026-06-09 14:15:00,GS001,Area Dasar Tambang,0.978,7.205,30.669,72.438
2026-06-09 14:20:00,GS001,Area Dasar Tambang,0.886,6.008,32.513,81.435
2026-06-09 14:25:00,GS001,Area Dasar Tambang,0.782,5.031,32.576,81.429
2026-06-09 14:30:00,GS001,Area Dasar Tambang,0.691,4.024,26.47,82.922
2026-06-09 14:35:00,GS001,Area Dasar Tambang,0.635,3.031,28.639,75.94
2026-06-09 14:40:00,GS001,Area Dasar Tambang,0.859,4.947,31.614,74.343
2026-06-09 14:45:00,GS001,Area Dasar Tambang,0.94,7.301,27.717,71.888
2026-06-09 14:50:00,GS001,Area Dasar Tambang,1.299,8.099,29.082,69.27
2026-06-09 14:55:00,GS001,Area Dasar Tambang,1.39,10.797,33.507,73.664
2026-06-09 15:00:00,GS001,Area Dasar Tambang,1.682,13.77,30.207,66.103
2026-06-09 15:05:00,GS001,Area Dasar Tambang,1.937,15.233,30.726,77.876
2026-06-09 15:10:00,GS001,Area Dasar Tambang,2.149,17.256,35.431,62.425
2026-06-09 15:15:00,GS001,Area Dasar Tambang,1.743,13.536,33.629,76.506
2026-06-09 15:20:00,GS001,Area Dasar Tambang,1.599,12.113,32.006,82.298
2026-06-09 15:25:00,GS001,Area Dasar Tambang,1.377,10.283,32.001,66.453
2026-06-09 15:30:00,GS001,Area Dasar Tambang,1.044,8.099,31.224,77.011
2026-06-09 15:35:00,GS001,Area Dasar Tambang,0.852,5.879,30.047,77.901
2026-06-09 15:40:00,GS001,Area Dasar Tambang,0.739,3.851,30.194,70.512
2026-06-09 15:45:00,GS001,Area Dasar Tambang,0.733,2.91,29.834,78.344
2026-06-09 15:50:00,GS001,Area Dasar Tambang,0.464,2.013,32.435,85.019
2026-06-09 15:55:00,GS001,Area Dasar Tambang,0.753,3.897,30.589,69.282
2026-06-09 16:00:00,GS001,Area Dasar Tambang,1.153,7.688,33.188,70.909
2026-06-09 16:05:00,GS001,Area Dasar Tambang,1.24,10.607,30.634,69.889
2026-06-09 16:10:00,GS001,Area Dasar Tambang,1.497,13.129,34.206,69.216
2026-06-09 16:15:00,GS001,Area Dasar Tambang,2.021,15.653,34.525,76.193
2026-06-09 16:20:00,GS001,Area Dasar Tambang,2.19,19.59,31.708,72.589
2026-06-09 16:25:00,GS001,Area Dasar Tambang,2.281,21.45,30.749,75.651
2026-06-09 16:30:00,GS001,Area Dasar Tambang,2.075,17.908,36.366,76.242
2026-06-09 16:35:00,GS001,Area Dasar Tambang,1.692,13.662,32.562,78.671
2026-06-09 16:40:00,GS001,Area Dasar Tambang,1.385,9.681,34.231,74.364
2026-06-09 16:45:00,GS001,Area Dasar Tambang,1.029,6.941,32.429,75.044
2026-06-09 16:50:00,GS001,Area Dasar Tambang,0.803,4.765,32.98,80.537
2026-06-09 16:55:00,GS001,Area Dasar Tambang,0.361,1.913,33.999,81.439
2026-06-09 17:00:00,GS001,Area Dasar Tambang,0.424,2.921,32.288,76.643
2026-06-09 17:05:00,GS001,Area Dasar Tambang,0.737,3.848,31.226,74.714
2026-06-09 17:10:00,GS001,Area Dasar Tambang,0.83,5.72,33.692,70.853
2026-06-09 17:15:00,GS001,Area Dasar Tambang,1.153,8.669,33.098,75.732
2026-06-09 17:20:00,GS001,Area Dasar Tambang,1.049,6.444,27.53,75.941
2026-06-09 17:25:00,GS001,Area Dasar Tambang,0.884,5.973,31.121,70.97
2026-06-09 17:30:00,GS001,Area Dasar Tambang,0.725,5.302,31.786,77.43
2026-06-09 17:35:00,GS001,Area Dasar Tambang,0.577,4.063,30.619,76.536
2026-06-09 17:40:00,GS001,Area Dasar Tambang,0.571,2.951,36.282,81.91
2026-06-09 17:45:00,GS001,Area Dasar Tambang,0.715,5.628,28.001,82.933
2026-06-09 17:50:00,GS001,Area Dasar Tambang,1.08,6.862,27.783,73.902
2026-06-09 17:55:00,GS001,Area Dasar Tambang,1.165,9.491,34.725,75.375
2026-06-09 18:00:00,GS001,Area Dasar Tambang,1.324,12.168,32.4,81.666
2026-06-09 18:05:00,GS001,Area Dasar Tambang,1.574,12.709,30.89,75.193
2026-06-09 18:10:00,GS001,Area Dasar Tambang,1.902,16.486,32.527,75.978
2026-06-09 18:15:00,GS001,Area Dasar Tambang,2.159,19.224,33.012,75.891
2026-06-09 18:20:00,GS001,Area Dasar Tambang,1.57,14.527,30.121,69.534
2026-06-09 18:25:00,GS001,Area Dasar Tambang,1.405,11.606,31.656,88.994
2026-06-09 18:30:00,GS001,Area Dasar Tambang,1.228,9.788,35.73,81.237
2026-06-09 18:35:00,GS001,Area Dasar Tambang,1.075,8.261,30.021,77.152
2026-06-09 18:40:00,GS001,Area Dasar Tambang,0.906,4.931,30.563,68.988
2026-06-09 18:45:00,GS001,Area Dasar Tambang,0.606,3.335,29.381,78.21
2026-06-09 18:50:00,GS001,Area Dasar Tambang,0.591,2.983,32.089,81.619
2026-06-09 18:55:00,GS001,Area Dasar Tambang,0.481,2.135,31.707,75.707
2026-06-09 19:00:00,GS001,Area Dasar Tambang,0.639,3.913,31.524,75.719
2026-06-09 19:05:00,GS001,Area Dasar Tambang,1.02,6.84,33.111,73.449
2026-06-09 19:10:00,GS001,Area Dasar Tambang,1.313,10.326,31.748,76.196
2026-06-09 19:15:00,GS001,Area Dasar Tambang,1.491,12.532,33.704,68.017
2026-06-09 19:20:00,GS001,Area Dasar Tambang,1.888,15.618,32.122,72.03
2026-06-09 19:25:00,GS001,Area Dasar Tambang,2.201,21.422,33.585,78.271
2026-06-09 19:30:00,GS001,Area Dasar Tambang,2.56,21.94,32.38,73.751
2026-06-09 19:35:00,GS001,Area Dasar Tambang,2.178,20.401,33.017,71.403
2026-06-09 19:40:00,GS001,Area Dasar Tambang,1.752,13.899,30.748,69.593
2026-06-09 19:45:00,GS001,Area Dasar Tambang,1.439,10.351,33.518,75.49
2026-06-09 19:50:00,GS001,Area Dasar Tambang,0.905,6.943,32.162,82.181
2026-06-09 19:55:00,GS001,Area Dasar Tambang,0.801,4.894,30.624,70.674
2026-06-09 20:00:00,GS001,Area Dasar Tambang,0.343,2.172,28.657,73.927
2026-06-09 20:05:00,GS001,Area Dasar Tambang,0.478,3.134,28.344,80.152
2026-06-09 20:10:00,GS001,Area Dasar Tambang,0.757,4.059,31.188,79.478
2026-06-09 20:15:00,GS001,Area Dasar Tambang,1.003,6.401,31.35,76.776
2026-06-09 20:20:00,GS001,Area Dasar Tambang,1.049,7.175,26.682,78.462
2026-06-09 20:25:00,GS001,Area Dasar Tambang,1.027,7.276,31.146,75.862
2026-06-09 20:30:00,GS001,Area Dasar Tambang,0.906,5.724,32.225,75.069
2026-06-09 20:35:00,GS001,Area Dasar Tambang,0.804,4.533,32.867,71.119
2026-06-09 20:40:00,GS001,Area Dasar Tambang,0.813,4.086,32.455,75.089
2026-06-09 20:45:00,GS001,Area Dasar Tambang,0.683,2.777,29.317,77.723
2026-06-09 20:50:00,GS001,Area Dasar Tambang,0.759,5.193,31.325,83.089
2026-06-09 20:55:00,GS001,Area Dasar Tambang,1.016,7.576,33.884,76.546
2026-06-09 21:00:00,GS001,Area Dasar Tambang,1.106,8.909,28.709,78.592
2026-06-09 21:05:00,GS001,Area Dasar Tambang,1.474,11.889,33.212,80.864
2026-06-09 21:10:00,GS001,Area Dasar Tambang,1.666,15.055,32.14,69.867
2026-06-09 21:15:00,GS001,Area Dasar Tambang,1.554,17.041,34.257,71.472
2026-06-09 21:20:00,GS001,Area Dasar Tambang,2.042,19.209,35.016,66.512
2026-06-09 21:25:00,GS001,Area Dasar Tambang,1.678,13.988,28.471,76.743
2026-06-09 21:30:00,GS001,Area Dasar Tambang,1.441,12.016,36.487,69.105
2026-06-09 21:35:00,GS001,Area Dasar Tambang,1.323,10.088,31.071,76.27
2026-06-09 21:40:00,GS001,Area Dasar Tambang,1.085,8.469,33.583,72.996
2026-06-09 21:45:00,GS001,Area Dasar Tambang,0.859,6.517,32.481,72.672
2026-06-09 21:50:00,GS001,Area Dasar Tambang,0.63,4.036,33.998,74.516
2026-06-09 21:55:00,GS001,Area Dasar Tambang,0.523,3.166,30.593,72.17
2026-06-09 22:00:00,GS001,Area Dasar Tambang,0.492,1.952,34.659,83.17
2026-06-09 22:05:00,GS001,Area Dasar Tambang,0.697,4.058,33.082,79.849
2026-06-09 22:10:00,GS001,Area Dasar Tambang,1.06,7.772,30.522,76.238
2026-06-09 22:15:00,GS001,Area Dasar Tambang,1.261,9.191,32.145,76.687
2026-06-09 22:20:00,GS001,Area Dasar Tambang,1.679,12.96,34.475,68.869
2026-06-09 22:25:00,GS001,Area Dasar Tambang,1.876,16.549,31.602,66.99
2026-06-09 22:30:00,GS001,Area Dasar Tambang,2.294,20.305,32.308,75.267
2026-06-09 22:35:00,GS001,Area Dasar Tambang,2.627,23.591,35.231,71.176
2026-06-09 22:40:00,GS001,Area Dasar Tambang,2.14,19.004,33.37,76.809
2026-06-09 22:45:00,GS001,Area Dasar Tambang,1.933,13.104,31.958,72.116
2026-06-09 22:50:00,GS001,Area Dasar Tambang,1.245,11.137,34.428,71.19
2026-06-09 22:55:00,GS001,Area Dasar Tambang,1.069,6.178,30.033,84.395
2026-06-09 23:00:00,GS001,Area Dasar Tambang,0.775,5.246,32.788,78.299
2026-06-09 23:05:00,GS001,Area Dasar Tambang,0.434,2.059,28.795,74.828
2026-06-09 23:10:00,GS001,Area Dasar Tambang,0.467,3.108,32.529,80.016
2026-06-09 23:15:00,GS001,Area Dasar Tambang,0.761,4.241,30.587,69.93
2026-06-09 23:20:00,GS001,Area Dasar Tambang,0.939,6.191,33.78,73.23
2026-06-09 23:25:00,GS001,Area Dasar Tambang,1.045,7.458,30.77,84.407
2026-06-09 23:30:00,GS001,Area Dasar Tambang,0.983,7.062,32.335,74.637
2026-06-09 23:35:00,GS001,Area Dasar Tambang,0.814,5.733,32.123,84.217
2026-06-09 23:40:00,GS001,Area Dasar Tambang,0.903,4.905,32.912,79.765
2026-06-09 23:45:00,GS001,Area Dasar Tambang,0.648,4.004,30.862,73.292
2026-06-09 23:50:00,GS001,Area Dasar Tambang,0.632,2.918,34.502,72.61
2026-06-09 23:55:00,GS001,Area Dasar Tambang,0.833,5.186,32.051,75.066
2026-06-10 00:00:00,GS001,Area Dasar Tambang,1.018,7.073,30.807,69.795
2026-06-10 00:05:00,GS001,Area Dasar Tambang,1.208,8.216,33.372,73.635
2026-06-10 00:10:00,GS001,Area Dasar Tambang,1.578,12.259,32.228,77.062
2026-06-10 00:15:00,GS001,Area Dasar Tambang,1.418,14.34,34.16,71.303
2026-06-10 00:20:00,GS001,Area Dasar Tambang,1.756,14.885,34.09,75.359
2026-06-10 00:25:00,GS001,Area Dasar Tambang,2.01,17.192,35.127,70.424
2026-06-10 00:30:00,GS001,Area Dasar Tambang,1.71,14.876,29.886,72.363
2026-06-10 00:35:00,GS001,Area Dasar Tambang,1.655,12.162,27.428,70.221
2026-06-10 00:40:00,GS001,Area Dasar Tambang,1.335,10.193,34.352,79.717
2026-06-10 00:45:00,GS001,Area Dasar Tambang,1.031,8.376,29.468,73.299
2026-06-10 00:50:00,GS001,Area Dasar Tambang,0.889,5.524,33.875,76.514
2026-06-10 00:55:00,GS001,Area Dasar Tambang,0.716,4.119,31.194,69.036
2026-06-10 01:00:00,GS001,Area Dasar Tambang,0.677,3.034,30.026,80.845
2026-06-10 01:05:00,GS001,Area Dasar Tambang,0.445,1.774,27.096,82.645
2026-06-10 01:10:00,GS001,Area Dasar Tambang,0.694,3.593,30.743,77.182
2026-06-10 01:15:00,GS001,Area Dasar Tambang,0.955,6.861,32.15,77.461
2026-06-10 01:20:00,GS001,Area Dasar Tambang,1.366,9.648,31.188,78.001
2026-06-10 01:25:00,GS001,Area Dasar Tambang,1.544,12.244,32.589,68.607
2026-06-10 01:30:00,GS001,Area Dasar Tambang,1.873,16.801,31.456,78.727
2026-06-10 01:35:00,GS001,Area Dasar Tambang,2.144,19.182,34.683,75.632
2026-06-10 01:40:00,GS001,Area Dasar Tambang,2.519,23.692,32.413,70.266
2026-06-10 01:45:00,GS001,Area Dasar Tambang,2.171,17.649,34.778,74.144
2026-06-10 01:50:00,GS001,Area Dasar Tambang,1.631,14.905,36.296,78.017
2026-06-10 01:55:00,GS001,Area Dasar Tambang,1.437,10.401,28.476,67.36
2026-06-10 02:00:00,GS001,Area Dasar Tambang,0.999,6.489,30.281,75.475
2026-06-10 02:05:00,GS001,Area Dasar Tambang,0.752,4.635,28.771,87.171
2026-06-10 02:10:00,GS001,Area Dasar Tambang,0.365,2.08,30.483,81.63
2026-06-10 02:15:00,GS001,Area Dasar Tambang,0.583,2.896,33.811,77.113
2026-06-10 02:20:00,GS001,Area Dasar Tambang,0.742,3.846,27.612,73.924
2026-06-10 02:25:00,GS001,Area Dasar Tambang,0.94,6.373,31.225,71.678
2026-06-10 02:30:00,GS001,Area Dasar Tambang,1.226,8.383,32.532,81.401
2026-06-10 02:35:00,GS001,Area Dasar Tambang,0.9,6.843,30.51,73.719
2026-06-10 02:40:00,GS001,Area Dasar Tambang,0.859,6.599,30.258,74.949
2026-06-10 02:45:00,GS001,Area Dasar Tambang,0.806,4.34,29.792,79.653
2026-06-10 02:50:00,GS001,Area Dasar Tambang,0.646,4.025,29.329,76.651
2026-06-10 02:55:00,GS001,Area Dasar Tambang,0.534,2.81,34.665,80.653
2026-06-10 03:00:00,GS001,Area Dasar Tambang,0.817,4.617,29.255,73.673
2026-06-10 03:05:00,GS001,Area Dasar Tambang,1.039,6.263,30.091,71.913
2026-06-10 03:10:00,GS001,Area Dasar Tambang,1.225,9.784,32.188,76.974
2026-06-10 03:15:00,GS001,Area Dasar Tambang,1.378,11.622,33.097,79.871
2026-06-10 03:20:00,GS001,Area Dasar Tambang,1.627,12.484,31.365,77.892
2026-06-10 03:25:00,GS001,Area Dasar Tambang,1.81,14.823,32.318,76.259
2026-06-10 03:30:00,GS001,Area Dasar Tambang,1.864,17.294,32.689,65.931
2026-06-10 03:35:00,GS001,Area Dasar Tambang,1.614,14.991,34.278,76.42
2026-06-10 03:40:00,GS001,Area Dasar Tambang,1.792,12.288,32.335,71.131
2026-06-10 03:45:00,GS001,Area Dasar Tambang,1.229,10.1,32.296,76.721
2026-06-10 03:50:00,GS001,Area Dasar Tambang,1.116,8.455,33.283,81.833
2026-06-10 03:55:00,GS001,Area Dasar Tambang,0.865,5.822,32.297,80.837
2026-06-10 04:00:00,GS001,Area Dasar Tambang,0.595,3.899,29.163,81.287
2026-06-10 04:05:00,GS001,Area Dasar Tambang,0.686,3.145,32.863,79.79
2026-06-10 04:10:00,GS001,Area Dasar Tambang,0.501,2.028,31.867,75.849
2026-06-10 04:15:00,GS001,Area Dasar Tambang,0.617,3.947,30.85,71.363
2026-06-10 04:20:00,GS001,Area Dasar Tambang,0.941,7.203,31.233,71.078
2026-06-10 04:25:00,GS001,Area Dasar Tambang,1.424,9.927,34.659,81.341
2026-06-10 04:30:00,GS001,Area Dasar Tambang,1.57,13.216,34.029,74.691
2026-06-10 04:35:00,GS001,Area Dasar Tambang,2.07,16.204,31.667,75.182
2026-06-10 04:40:00,GS001,Area Dasar Tambang,2.132,20.533,32.836,67.677
2026-06-10 04:45:00,GS001,Area Dasar Tambang,2.427,21.752,35.418,71.845
2026-06-10 04:50:00,GS001,Area Dasar Tambang,2.011,17.123,35.994,68.765
2026-06-10 04:55:00,GS001,Area Dasar Tambang,1.828,13.408,31.189,70.179
2026-06-10 05:00:00,GS001,Area Dasar Tambang,1.518,9.997,30.803,68.197
2026-06-10 05:05:00,GS001,Area Dasar Tambang,0.984,6.297,32.113,80.382
2026-06-10 05:10:00,GS001,Area Dasar Tambang,0.906,5.057,31.879,79.084
2026-06-10 05:15:00,GS001,Area Dasar Tambang,0.404,2.101,35.483,72.076
2026-06-10 05:20:00,GS001,Area Dasar Tambang,0.52,3.095,31.099,75.502
2026-06-10 05:25:00,GS001,Area Dasar Tambang,0.647,3.967,31.196,73.048
2026-06-10 05:30:00,GS001,Area Dasar Tambang,0.861,5.556,31.526,78.64
2026-06-10 05:35:00,GS001,Area Dasar Tambang,1.03,8.217,29.754,76.88
2026-06-10 05:40:00,GS001,Area Dasar Tambang,0.99,6.991,31.993,78.562
2026-06-10 05:45:00,GS001,Area Dasar Tambang,0.831,5.86,33.145,77.007
2026-06-10 05:50:00,GS001,Area Dasar Tambang,0.875,4.91,30.494,66.126
2026-06-10 05:55:00,GS001,Area Dasar Tambang,0.718,3.914,27.464,79.235
2026-06-10 06:00:00,GS001,Area Dasar Tambang,0.528,3.077,32.651,79.07
2026-06-10 06:05:00,GS001,Area Dasar Tambang,0.764,5.136,32.307,71.843
2026-06-10 06:10:00,GS001,Area Dasar Tambang,1.17,6.773,31.392,79.229
2026-06-10 06:15:00,GS001,Area Dasar Tambang,1.226,9.944,29.5,80.888
2026-06-10 06:20:00,GS001,Area Dasar Tambang,1.429,10.98,29.781,75.428
2026-06-10 06:25:00,GS001,Area Dasar Tambang,1.602,12.537,30.302,83.289
2026-06-10 06:30:00,GS001,Area Dasar Tambang,1.886,15.241,32.319,70.476
2026-06-10 06:35:00,GS001,Area Dasar Tambang,2.207,17.702,31.787,72.983
2026-06-10 06:40:00,GS001,Area Dasar Tambang,1.63,13.604,29.745,78.953
2026-06-10 06:45:00,GS001,Area Dasar Tambang,1.662,12.176,35.421,66.051
2026-06-10 06:50:00,GS001,Area Dasar Tambang,1.384,10.122,34.544,79.373
2026-06-10 06:55:00,GS001,Area Dasar Tambang,1.123,7.938,29.373,69.736
2026-06-10 07:00:00,GS001,Area Dasar Tambang,0.917,6.851,32.08,67.533
2026-06-10 07:05:00,GS001,Area Dasar Tambang,0.766,4.269,28.539,78.106
2026-06-10 07:10:00,GS001,Area Dasar Tambang,0.699,3.213,29.887,78.595
2026-06-10 07:15:00,GS001,Area Dasar Tambang,0.483,1.983,33.63,84.171
2026-06-10 07:20:00,GS001,Area Dasar Tambang,0.713,3.977,30.809,80.07
2026-06-10 07:25:00,GS001,Area Dasar Tambang,1.064,7.433,35.285,78.144
2026-06-10 07:30:00,GS001,Area Dasar Tambang,1.288,9.456,31.786,72.117
2026-06-10 07:35:00,GS001,Area Dasar Tambang,1.487,13.138,32.801,72.618
2026-06-10 07:40:00,GS001,Area Dasar Tambang,1.976,16.087,31.765,72.511
2026-06-10 07:45:00,GS001,Area Dasar Tambang,2.116,20.209,33.186,66.117
2026-06-10 07:50:00,GS001,Area Dasar Tambang,2.575,25.787,34.743,77.726
2026-06-10 07:55:00,GS001,Area Dasar Tambang,2.204,17.564,34.671,69.255
2026-06-10 08:00:00,GS001,Area Dasar Tambang,1.759,14.585,31.714,74.531
2026-06-10 08:05:00,GS001,Area Dasar Tambang,1.423,10.554,33.395,74.043
