waktu,sensor_id,lokasi,pm25,pm10,suhu,kelembaban
2026-06-06 11:00:00,DB001,Jalan Tambang A,34.232,80.887,33.689,68.952
2026-06-06 11:05:00,DB001,Jalan Tambang A,33.148,80.405,32.029,71.705
2026-06-06 11:10:00,DB001,Jalan Tambang A,37.011,88.546,30.894,68.502
2026-06-06 11:15:00,DB001,Jalan Tambang A,49.107,106.25,33.239,68.631
2026-06-06 11:20:00,DB001,Jalan Tambang A,51.613,114.632,29.053,65.197
2026-06-06 11:25:00,DB001,Jalan Tambang A,56.582,118.301,31.422,71.604
2026-06-06 11:30:00,DB001,Jalan Tambang A,57.897,131.453,33.339,70.129
2026-06-06 11:35:00,DB001,Jalan Tambang A,53.018,122.515,33.653,67.408
2026-06-06 11:40:00,DB001,Jalan Tambang A,50.097,114.537,31.786,66.856
2026-06-06 11:45:00,DB001,Jalan Tambang A,40.963,101.349,32.621,68.749
2026-06-06 11:50:00,DB001,Jalan Tambang A,39.041,97.168,32.791,76.469
2026-06-06 11:55:00,DB001,Jalan Tambang A,44.145,94.075,34.262,69.492
2026-06-06 12:00:00,DB001,Jalan Tambang A,48.964,110.299,31.866,64.938
2026-06-06 12:05:00,DB001,Jalan Tambang A,52.636,113.453,34.069,73.186
2026-06-06 12:10:00,DB001,Jalan Tambang A,58.087,136.631,32.14,66.291
2026-06-06 12:15:00,DB001,Jalan Tambang A,69.076,147.772,35.831,65.708
2026-06-06 12:20:00,DB001,Jalan Tambang A,74.878,155.604,34.876,64.82
2026-06-06 12:25:00,DB001,Jalan Tambang A,75.849,162.247,32.863,66.721
2026-06-06 12:30:00,DB001,Jalan Tambang A,71.821,153.561,35.772,69.826
2026-06-06 12:35:00,DB001,Jalan Tambang A,64.025,144.119,32.567,67.063
2026-06-06 12:40:00,DB001,Jalan Tambang A,56.609,138.424,33.48,67.407
2026-06-06 12:45:00,DB001,Jalan Tambang A,52.387,107.755,30.066,71.197
2026-06-06 12:50:00,DB001,Jalan Tambang A,46.111,109.082,30.681,69.935
2026-06-06 12:55:00,DB001,Jalan Tambang A,44.286,100.198,32.318,69.753
2026-06-06 13:00:00,DB001,Jalan Tambang A,37.4,81.42,32.229,74.435
2026-06-06 13:05:00,DB001,Jalan Tambang A,33.731,81.778,30.328,69.22
2026-06-06 13:10:00,DB001,Jalan Tambang A,35.075,75.163,32.274,74.171
2026-06-06 13:15:00,DB001,Jalan Tambang A,37.618,81.97,30.533,74.501
2026-06-06 13:20:00,DB001,Jalan Tambang A,40.0,103.54,30.585,72.253
2026-06-06 13:25:00,DB001,Jalan Tambang A,50.596,119.907,33.235,74.068
2026-06-06 13:30:00,DB001,Jalan Tambang A,60.505,131.955,31.04,71.238
2026-06-06 13:35:00,DB001,Jalan Tambang A,56.236,122.196,32.771,63.749
2026-06-06 13:40:00,DB001,Jalan Tambang A,55.503,124.644,33.083,64.615
2026-06-06 13:45:00,DB001,Jalan Tambang A,48.757,115.324,30.059,66.991
2026-06-06 13:50:00,DB001,Jalan Tambang A,44.508,102.091,32.731,76.281
2026-06-06 13:55:00,DB001,Jalan Tambang A,39.731,97.5,35.47,71.384
2026-06-06 14:00:00,DB001,Jalan Tambang A,40.66,99.677,32.664,69.504
2026-06-06 14:05:00,DB001,Jalan Tambang A,45.059,120.163,32.824,67.95
2026-06-06 14:10:00,DB001,Jalan Tambang A,54.942,120.472,32.468,70.552
2026-06-06 14:15:00,DB001,Jalan Tambang A,56.899,136.904,35.633,69.268
2026-06-06 14:20:00,DB001,Jalan Tambang A,65.992,144.998,32.95,66.319
2026-06-06 14:25:00,DB001,Jalan Tambang A,70.912,160.681,31.457,68.276
2026-06-06 14:30:00,DB001,Jalan Tambang A,74.846,165.458,32.467,68.454
2026-06-06 14:35:00,DB001,Jalan Tambang A,73.488,155.758,31.658,68.189
2026-06-06 14:40:00,DB001,Jalan Tambang A,66.053,132.882,33.368,67.977
2026-06-06 14:45:00,DB001,Jalan Tambang A,59.29,130.922,33.384,72.008
2026-06-06 14:50:00,DB001,Jalan Tambang A,52.452,104.468,32.285,68.546
2026-06-06 14:55:00,DB001,Jalan Tambang A,42.776,108.407,34.018,66.958
2026-06-06 15:00:00,DB001,Jalan Tambang A,41.552,93.447,31.237,75.196
2026-06-06 15:05:00,DB001,Jalan Tambang A,37.175,90.645,29.512,77.363
2026-06-06 15:10:00,DB001,Jalan Tambang A,36.868,83.387,32.532,67.94
2026-06-06 15:15:00,DB001,Jalan Tambang A,36.656,80.937,31.243,70.584
2026-06-06 15:20:00,DB001,Jalan Tambang A,37.117,93.529,32.126,72.851
2026-06-06 15:25:00,DB001,Jalan Tambang A,44.984,107.155,31.562,76.243
2026-06-06 15:30:00,DB001,Jalan Tambang A,48.739,123.952,34.278,66.648
2026-06-06 15:35:00,DB001,Jalan Tambang A,66.439,135.177,34.282,68.076
2026-06-06 15:40:00,DB001,Jalan Tambang A,57.496,123.953,33.312,71.811
2026-06-06 15:45:00,DB001,Jalan Tambang A,55.399,115.625,33.778,71.542
2026-06-06 15:50:00,DB001,Jalan Tambang A,50.283,115.34,32.148,67.399
2026-06-06 15:55:00,DB001,Jalan Tambang A,41.507,94.393,32.505,70.763
2026-06-06 16:00:00,DB001,Jalan Tambang A,38.314,83.769,30.403,75.228
2026-06-06 16:05:00,DB001,Jalan Tambang A,40.883,99.414,30.314,75.086
2026-06-06 16:10:00,DB001,Jalan Tambang A,46.729,111.276,35.414,74.246
2026-06-06 16:15:00,DB001,Jalan Tambang A,52.35,118.129,32.373,70.407
2026-06-06 16:20:00,DB001,Jalan Tambang A,59.747,132.866,35.043,67.689
2026-06-06 16:25:00,DB001,Jalan Tambang A,73.163,148.537,35.892,67.958
2026-06-06 16:30:00,DB001,Jalan Tambang A,74.773,150.507,32.646,67.214
2026-06-06 16:35:00,DB001,Jalan Tambang A,79.005,163.262,32.251,61.463
2026-06-06 16:40:00,DB001,Jalan Tambang A,66.004,139.394,33.848,68.97
2026-06-06 16:45:00,DB001,Jalan Tambang A,64.965,129.161,33.145,66.564
2026-06-06 16:50:00,DB001,Jalan Tambang A,62.863,122.423,32.484,72.64
2026-06-06 16:55:00,DB001,Jalan Tambang A,50.9,120.659,32.85,69.911
2026-06-06 17:00:00,DB001,Jalan Tambang A,47.431,104.503,33.538,66.156
2026-06-06 17:05:00,DB001,Jalan Tambang A,41.539,97.694,31.309,70.936
2026-06-06 17:10:00,DB001,Jalan Tambang A,37.054,85.185,31.449,68.821
2026-06-06 17:15:00,DB001,Jalan Tambang A,36.465,80.136,32.706,68.597
2026-06-06 17:20:00,DB001,Jalan Tambang A,34.207,79.951,33.17,72.951
2026-06-06 17:25:00,DB001,Jalan Tambang A,37.678,92.815,29.12,70.878
2026-06-06 17:30:00,DB001,Jalan Tambang A,48.596,105.556,32.187,71.535
2026-06-06 17:35:00,DB001,Jalan Tambang A,53.863,108.572,30.313,69.58
2026-06-06 17:40:00,DB001,Jalan Tambang A,59.256,136.823,32.584,62.738
2026-06-06 17:45:00,DB001,Jalan Tambang A,55.058,111.252,32.493,67.488
2026-06-06 17:50:00,DB001,Jalan Tambang A,54.066,125.179,34.268,68.53
2026-06-06 17:55:00,DB001,Jalan Tambang A,44.816,114.765,33.222,70.866
2026-06-06 18:00:00,DB001,Jalan Tambang A,44.688,96.294,34.787,68.275
2026-06-06 18:05:00,DB001,Jalan Tambang A,40.169,88.588,30.809,76.367
2026-06-06 18:10:00,DB001,Jalan Tambang A,41.562,101.292,32.404,70.702
2026-06-06 18:15:00,DB001,Jalan Tambang A,49.564,108.959,30.092,67.751
2026-06-06 18:20:00,DB001,Jalan Tambang A,54.169,122.914,30.744,67.001
2026-06-06 18:25:00,DB001,Jalan Tambang A,58.604,133.026,31.278,66.291
2026-06-06 18:30:00,DB001,Jalan Tambang A,65.047,152.567,34.584,66.609
2026-06-06 18:35:00,DB001,Jalan Tambang A,70.871,155.868,32.696,62.972
2026-06-06 18:40:00,DB001,Jalan Tambang A,73.142,158.861,32.418,65.421
2026-06-06 18:45:00,DB001,Jalan Tambang A,72.043,140.477,33.734,65.419
2026-06-06 18:50:00,DB001,Jalan Tambang A,65.888,141.927,31.458,63.617
2026-06-06 18:55:00,DB001,Jalan Tambang A,58.068,135.35,30.077,68.94
2026-06-06 19:00:00,DB001,Jalan Tambang A,52.379,117.278,33.42,67.06
2026-06-06 19:05:00,DB001,Jalan Tambang A,45.78,100.998,29.362,72.64
2026-06-06 19:10:00,DB001,Jalan Tambang A,39.385,95.233,30.32,66.996
2026-06-06 19:15:00,DB001,Jalan Tambang A,37.736,86.403,32.382,73.303
2026-06-06 19:20:00,DB001,Jalan Tambang A,36.462,84.802,33.807,68.925
2026-06-06 19:25:00,DB001,Jalan Tambang A,34.923,85.715,33.093,67.905
2026-06-06 19:30:00,DB001,Jalan Tambang A,37.525,95.944,32.446,71.555
2026-06-06 19:35:00,DB001,Jalan Tambang A,44.608,103.388,32.47,69.293
2026-06-06 19:40:00,DB001,Jalan Tambang A,51.911,118.371,31.619,70.469
2026-06-06 19:45:00,DB001,Jalan Tambang A,68.111,120.76,33.428,65.932
2026-06-06 19:50:00,DB001,Jalan Tambang A,59.34,125.233,33.8,71.197
2026-06-06 19:55:00,DB001,Jalan Tambang A,55.423,125.434,29.634,73.39
2026-06-06 20:00:00,DB001,Jalan Tambang A,49.735,116.829,30.914,67.674
2026-06-06 20:05:00,DB001,Jalan Tambang A,43.251,100.931,32.565,74.08
2026-06-06 20:10:00,DB001,Jalan Tambang A,36.246,98.701,32.011,71.413
2026-06-06 20:15:00,DB001,Jalan Tambang A,39.529,99.972,29.0,72.841
2026-06-06 20:20:00,DB001,Jalan Tambang A,44.195,110.235,32.246,73.275
2026-06-06 20:25:00,DB001,Jalan Tambang A,52.621,117.64,32.135,72.513
2026-06-06 20:30:00,DB001,Jalan Tambang A,61.287,132.918,32.787,63.737
2026-06-06 20:35:00,DB001,Jalan Tambang A,68.041,137.582,34.507,67.345
2026-06-06 20:40:00,DB001,Jalan Tambang A,78.874,148.179,33.661,70.747
2026-06-06 20:45:00,DB001,Jalan Tambang A,79.622,158.461,34.305,65.005
2026-06-06 20:50:00,DB001,Jalan Tambang A,70.789,145.808,33.58,61.781
2026-06-06 20:55:00,DB001,Jalan Tambang A,65.351,144.556,33.096,62.672
2026-06-06 21:00:00,DB001,Jalan Tambang A,60.293,131.896,32.042,67.237
2026-06-06 21:05:00,DB001,Jalan Tambang A,46.999,113.16,31.997,72.39
2026-06-06 21:10:00,DB001,Jalan Tambang A,44.823,110.766,31.702,70.694
2026-06-06 21:15:00,DB001,Jalan Tambang A,40.768,100.387,31.413,66.534
2026-06-06 21:20:00,DB001,Jalan Tambang A,35.899,87.107,30.306,73.181
2026-06-06 21:25:00,DB001,Jalan Tambang A,35.329,91.979,29.59,72.586
2026-06-06 21:30:00,DB001,Jalan Tambang A,33.421,80.382,31.678,65.303
2026-06-06 21:35:00,DB001,Jalan Tambang A,38.36,97.927,31.223,71.738
2026-06-06 21:40:00,DB001,Jalan Tambang A,46.845,104.311,31.354,63.628
2026-06-06 21:45:00,DB001,Jalan Tambang A,53.333,117.466,31.184,69.349
2026-06-06 21:50:00,DB001,Jalan Tambang A,59.576,127.252,33.8,64.36
2026-06-06 21:55:00,DB001,Jalan Tambang A,60.43,118.012,31.931,73.23
2026-06-06 22:00:00,DB001,Jalan Tambang A,57.48,120.468,31.47,67.539
2026-06-06 22:05:00,DB001,Jalan Tambang A,49.144,112.168,32.382,69.914
2026-06-06 22:10:00,DB001,Jalan Tambang A,42.631,95.174,31.535,73.598
2026-06-06 22:15:00,DB001,Jalan Tambang A,36.865,94.28,30.951,72.321
2026-06-06 22:20:00,DB001,Jalan Tambang A,41.347,103.791,32.75,67.274
2026-06-06 22:25:00,DB001,Jalan Tambang A,48.262,106.592,31.652,70.879
2026-06-06 22:30:00,DB001,Jalan Tambang A,51.957,125.321,31.784,67.292
2026-06-06 22:35:00,DB001,Jalan Tambang A,58.425,131.946,34.555,69.71
2026-06-06 22:40:00,DB001,Jalan Tambang A,71.583,161.424,32.119,67.189
2026-06-06 22:45:00,DB001,Jalan Tambang A,68.613,150.179,32.948,63.209
2026-06-06 22:50:00,DB001,Jalan Tambang A,72.802,162.059,32.345,67.19
2026-06-06 22:55:00,DB001,Jalan Tambang A,67.43,166.857,33.092,66.19
2026-06-06 23:00:00,DB001,Jalan Tambang A,61.632,151.691,34.896,67.796
2026-06-06 23:05:00,DB001,Jalan Tambang A,54.875,131.095,31.52,71.978
2026-06-06 23:10:00,DB001,Jalan Tambang A,51.618,118.45,29.513,66.286
2026-06-06 23:15:00,DB001,Jalan Tambang A,47.265,113.24,33.837,65.542
2026-06-06 23:20:00,DB001,Jalan Tambang A,41.495,100.94,29.971,70.978
2026-06-06 23:25:00,DB001,Jalan Tambang A,38.416,87.929,29.537,71.062
2026-06-06 23:30:00,DB001,Jalan Tambang A,35.529,83.502,31.083,70.724
2026-06-06 23:35:00,DB001,Jalan Tambang A,34.944,83.451,31.116,70.82
2026-06-06 23:40:00,DB001,Jalan Tambang A,38.14,84.008,32.407,70.998
2026-06-06 23:45:00,DB001,Jalan Tambang A,45.071,109.035,29.593,64.473
2026-06-06 23:50:00,DB001,Jalan Tambang A,52.57,117.966,32.721,67.725
2026-06-06 23:55:00,DB001,Jalan Tambang A,62.621,134.85,33.639,67.291
2026-06-07 00:00:00,DB001,Jalan Tambang A,53.11,128.846,34.403,69.753
2026-06-07 00:05:00,DB001,Jalan Tambang A,53.065,123.234,33.826,73.302
2026-06-07 00:10:00,DB001,Jalan Tambang A,47.283,110.985,33.471,70.161
2026-06-07 00:15:00,DB001,Jalan Tambang A,41.078,102.675,32.945,71.25
2026-06-07 00:20:00,DB001,Jalan Tambang A,39.343,94.017,33.892,69.406
2026-06-07 00:25:00,DB001,Jalan Tambang A,41.013,98.043,33.229,66.747
2026-06-07 00:30:00,DB001,Jalan Tambang A,44.537,101.034,32.442,66.869
2026-06-07 00:35:00,DB001,Jalan Tambang A,52.185,124.201,31.958,69.638
2026-06-07 00:40:00,DB001,Jalan Tambang A,59.282,138.629,33.729,66.118
2026-06-07 00:45:00,DB001,Jalan Tambang A,66.548,154.179,34.027,63.256
2026-06-07 00:50:00,DB001,Jalan Tambang A,73.888,148.275,35.71,68.704
2026-06-07 00:55:00,DB001,Jalan Tambang A,76.881,164.025,33.716,66.764
2026-06-07 01:00:00,DB001,Jalan Tambang A,68.962,151.413,34.875,64.517
2026-06-07 01:05:00,DB001,Jalan Tambang A,63.398,135.216,31.978,62.1
2026-06-07 01:10:00,DB001,Jalan Tambang A,59.693,139.406,34.881,63.577
2026-06-07 01:15:00,DB001,Jalan Tambang A,51.45,124.712,32.102,69.28
2026-06-07 01:20:00,DB001,Jalan Tambang A,42.305,109.152,31.022,70.559
2026-06-07 01:25:00,DB001,Jalan Tambang A,38.44,99.106,33.415,68.776
2026-06-07 01:30:00,DB001,Jalan Tambang A,36.272,81.325,31.56,70.325
2026-06-07 01:35:00,DB001,Jalan Tambang A,33.767,85.522,31.228,68.902
